,Unnamed: 0,raw_text,aspectTerms
27,27,"Our waitress was sweet and accomodating, not overbearing.","[{'term': 'waitress', 'polarity': 'positive'}]"
28,28,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'positive'}, {'term': 'seaweed', 'polarity': 'positive'}]"
29,29,"Good spreads, great beverage selections and bagels really tasty.","[{'term': 'spreads', 'polarity': 'positive'}, {'term': 'beverage selections', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'positive'}]"
30,30,The food options rule.,"[{'term': 'food options', 'polarity': 'positive'}]"
31,31,Consistently good Japanese Tapas.,"[{'term': 'Japanese Tapas', 'polarity': 'positive'}]"
32,32,The sushi was awful!,"[{'term': 'sushi', 'polarity': 'negative'}]"
33,33,The food was great.,"[{'term': 'food', 'polarity': 'positive'}]"
34,34,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'positive'}]"
35,35,I love the fact that the pizza tastes so good and is so cheap.,"[{'term': 'pizza', 'polarity': 'positive'}]"
36,36,"Service was prompt, friendly and great.","[{'term': 'Service', 'polarity': 'positive'}]"
37,37,"I haven't eat a lamb chop as delicious as that, the salads are really nice dressed with lemon and extra virgnin olive oil.","[{'term': 'lamb chop', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}]"
38,38,Drawbacks: service is slow and they don't toast!,"[{'term': 'service', 'polarity': 'negative'}]"
39,39,The prices were fantastic.,"[{'term': 'prices', 'polarity': 'positive'}]"
40,40,"The food is terrible and overall, I would have to say avoid at all costs.","[{'term': 'food', 'polarity': 'negative'}]"
41,41,The food is prepared quickly and efficiently.,"[{'term': 'food', 'polarity': 'positive'}]"
42,42,"The food is fresh, delicious, and reasonably priced.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
43,43,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.","[{'term': 'waiter', 'polarity': 'neutral'}]"
44,44,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[{'term': 'outdoor atmosphere', 'polarity': 'positive'}]"
45,45,"A large is $20, and toppings are about $3 each.","[{'term': 'toppings', 'polarity': 'neutral'}]"
46,46,The spicy tuna and salmon are the best we've ever had.,"[{'term': 'spicy tuna', 'polarity': 'positive'}, {'term': 'salmon', 'polarity': 'positive'}]"
47,47,"The food was very good, a great deal, and the place its self was great.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
48,48,The food is usually good but it certainly isn't a relaxing place to go.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
49,49,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","[{'term': 'dinner', 'polarity': 'neutral'}, {'term': 'dance floor', 'polarity': 'positive'}]"
50,50,The server was really cool and served us our food and drinks with a smile.,"[{'term': 'server', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'drinks', 'polarity': 'neutral'}]"
51,51,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'lamb sausages', 'polarity': 'positive'}, {'term': 'sardines with biscuits', 'polarity': 'positive'}, {'term': 'large whole shrimp', 'polarity': 'positive'}, {'term': 'pistachio ice cream', 'polarity': 'positive'}]"
52,52,Went there for an office lunch.,"[{'term': 'office lunch', 'polarity': 'neutral'}]"
53,53,"We've only eaten in the restaurant once, but we have ordered many times for dinner.","[{'term': 'dinner', 'polarity': 'neutral'}]"
54,1773,"During the course of the past 3 months, the chef and staff changed and it was not for the better.","[{'term': 'chef', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}]"
55,1774,"I like the ambience, it's very dark and original.","[{'term': 'ambience', 'polarity': 'positive'}]"
56,1775,"Overall, not worth the money.","[{'term': 'money', 'polarity': 'negative'}]"
57,1776,This place is not worth the prices.,"[{'term': 'prices', 'polarity': 'negative'}]"
58,1777,We left after one drink.,"[{'term': 'drink', 'polarity': 'neutral'}]"
59,1778,Pick a bagel has the best bagels in the city.,"[{'term': 'bagels', 'polarity': 'positive'}]"
60,1779,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.","[{'term': 'atmosphere', 'polarity': 'conflict'}]"
61,1780,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,"[{'term': 'waiting area', 'polarity': 'negative'}, {'term': 'seat', 'polarity': 'negative'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'wait', 'polarity': 'negative'}]"
62,1781,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'negative'}, {'term': 'dish', 'polarity': 'negative'}, {'term': 'spice', 'polarity': 'negative'}]"
63,1782,The fried dumplings are GREAT!,"[{'term': 'fried dumplings', 'polarity': 'positive'}]"
64,1783,This place has the best Chinese style BBQ ribs in the city.,"[{'term': 'BBQ ribs', 'polarity': 'positive'}]"
65,1784,Ive been here so many times the waiters know my name.,"[{'term': 'waiters', 'polarity': 'neutral'}]"
66,1785,The decor is very simple but comfortable.,"[{'term': 'decor', 'polarity': 'conflict'}]"
67,1786,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.","[{'term': 'Argentinian Pizza', 'polarity': 'neutral'}, {'term': 'lunch', 'polarity': 'neutral'}, {'term': 'Pelligrino', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'goat cheese', 'polarity': 'positive'}, {'term': 'blue cheese', 'polarity': 'positive'}]"
68,1787,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,"[{'term': 'kamasutra', 'polarity': 'positive'}, {'term': 'bombay cosmopolitan', 'polarity': 'positive'}]"
69,1788,This is the perfect date spot for Williamsburg couples.,"[{'term': 'date spot', 'polarity': 'positive'}]"
70,1789,The dim sum here is only so-so.,"[{'term': 'dim sum', 'polarity': 'neutral'}]"
71,1790,"$6 and there is much tasty food, all of it fresh and continually refilled.","[{'term': 'food', 'polarity': 'positive'}]"
72,1791,"Just straight up cheap, good food.","[{'term': 'food', 'polarity': 'positive'}]"
73,1792,Seating is ok even though sometimes there's alot of people.,"[{'term': 'Seating', 'polarity': 'neutral'}]"
74,1793,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.","[{'term': 'cost', 'polarity': 'negative'}, {'term': 'botle of wine', 'polarity': 'conflict'}]"
75,1794,"Service was slow, but the people were friendly.","[{'term': 'Service', 'polarity': 'negative'}, {'term': 'people', 'polarity': 'positive'}]"
76,1795,The steak was very fatty and the sauce was overpowering and not very tasty.,"[{'term': 'steak', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]"
77,1796,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
78,1797,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,"[{'term': 'food', 'polarity': 'conflict'}, {'term': 'steak dish', 'polarity': 'negative'}]"
79,1798,They have a very diverse menu so its something for everybody.,"[{'term': 'menu', 'polarity': 'positive'}]"
80,1799,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,"[{'term': 'staff', 'polarity': 'negative'}, {'term': 'sushi', 'polarity': 'neutral'}, {'term': 'check', 'polarity': 'neutral'}, {'term': 'dinner', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}]"
81,1800,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.","[{'term': 'food spot', 'polarity': 'positive'}]"
82,1801,The bagel was huge.,"[{'term': 'bagel', 'polarity': 'neutral'}]"
83,1802,Get the tuna of gari.,"[{'term': 'tuna', 'polarity': 'positive'}]"
84,1803,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","[{'term': 'somosas', 'polarity': 'positive'}, {'term': 'chai', 'polarity': 'positive'}, {'term': 'chole', 'polarity': 'positive'}, {'term': 'dhosas', 'polarity': 'negative'}, {'term': 'dhal', 'polarity': 'negative'}]"
85,1804,Edible but really a ripoff at those prices given whats in the area.,"[{'term': 'prices', 'polarity': 'negative'}]"
86,1805,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","[{'term': 'staff', 'polarity': 'conflict'}, {'term': 'bathroom', 'polarity': 'negative'}]"
87,1806,The service was the only thing good about this restaurant.,"[{'term': 'service', 'polarity': 'positive'}]"
88,1807,Service- friendly and attentive.,"[{'term': 'Service', 'polarity': 'positive'}]"
89,1808,Service was very prompt but slightly rushed.,"[{'term': 'Service', 'polarity': 'conflict'}]"
90,1809,"Great food, great decor, great service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
91,1810,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.","[{'term': 'tables', 'polarity': 'neutral'}, {'term': 'space', 'polarity': 'neutral'}]"
92,1811,"The palak paneer was standard, and I was not a fan of the malai kofta.","[{'term': 'palak paneer', 'polarity': 'neutral'}, {'term': 'malai kofta', 'polarity': 'neutral'}]"
93,1812,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,"[{'term': 'dining', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
94,1813,"Yeah, sometimes the service can be slow.","[{'term': 'service', 'polarity': 'negative'}]"
95,1814,There was no ambiance.,"[{'term': 'ambiance', 'polarity': 'negative'}]"
96,1815,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
97,1816,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}, {'term': 'spring rolls', 'polarity': 'positive'}, {'term': 'cod with pineapple tempura', 'polarity': 'positive'}]"
98,1817,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.","[{'term': 'bottle', 'polarity': 'neutral'}, {'term': 'waitress', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'negative'}]"
99,1818,"They sell special sushi, everything have a topping, sauce and etc.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'sauce', 'polarity': 'positive'}, {'term': 'topping', 'polarity': 'positive'}]"
100,1819,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,"[{'term': 'taste', 'polarity': 'negative'}]"
101,1820,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
102,1821,Service was also very good.,"[{'term': 'Service', 'polarity': 'positive'}]"
103,1822,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.","[{'term': 'meal', 'polarity': 'positive'}]"
104,1823,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'qualities', 'polarity': 'negative'}]"
105,1824,I'm happy to have Nosh in the neighborhood and the food is very comforting.,"[{'term': 'food', 'polarity': 'positive'}]"
106,1825,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}, {'term': 'dress cod', 'polarity': 'negative'}]"
107,1826,love the food.,"[{'term': 'food', 'polarity': 'positive'}]"
108,1827,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,"[{'term': 'candles', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'surrounding', 'polarity': 'positive'}, {'term': 'pictures', 'polarity': 'positive'}]"
109,1828,All the desserts the group tried got favorable reviews.,"[{'term': 'desserts', 'polarity': 'positive'}]"
110,1829,There's something smooth about sipping sake upper east side style.,"[{'term': 'sake', 'polarity': 'positive'}]"
111,1830,It's a nice place to relax and have conversation.,"[{'term': 'place', 'polarity': 'positive'}]"
112,1831,Best Reuben sandwich ever!,"[{'term': 'Reuben sandwich', 'polarity': 'positive'}]"
113,1832,Lucky Strike is a great casual place to just grab a bite to eat.,"[{'term': 'place', 'polarity': 'positive'}]"
114,1833,Wonderful strawberry daiquiries as well!,"[{'term': 'strawberry daiquiries', 'polarity': 'positive'}]"
115,1834,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.","[{'term': 'dinner', 'polarity': 'neutral'}]"
116,1835,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).","[{'term': 'sushi', 'polarity': 'negative'}, {'term': 'wait service', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'conflict'}, {'term': 'area', 'polarity': 'negative'}]"
117,1836,Frites were delicious if a bit on the thick side.,"[{'term': 'Frites', 'polarity': 'positive'}]"
118,1837,Here you get the zen feel without feeling rigid.,"[{'term': 'zen feel', 'polarity': 'positive'}]"
119,1838,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,"[{'term': 'drink', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'wait time', 'polarity': 'negative'}]"
120,1839,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,"[{'term': 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'polarity': 'positive'}]"
121,1840,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,"[{'term': 'table', 'polarity': 'neutral'}, {'term': 'rice congee soup', 'polarity': 'neutral'}]"
122,1841,"Overall, the best bagel in town.","[{'term': 'bagel', 'polarity': 'positive'}]"
123,1842,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.","[{'term': 'summer rolls', 'polarity': 'positive'}]"
124,1843,The sushi seemed pretty fresh and was adequately proportioned.,"[{'term': 'sushi', 'polarity': 'positive'}]"
125,1844,but the service was a bit slow.,"[{'term': 'service', 'polarity': 'negative'}]"
126,1845,Spreads and toppings are great - though a bit pricey.,"[{'term': 'Spreads', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'positive'}]"
127,1846,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!","[{'term': 'pizza', 'polarity': 'positive'}]"
128,1847,No one asked what was wrong as we left with nothing touched on our plates.,"[{'term': 'plates', 'polarity': 'neutral'}]"
129,1848,Indoor was very cozy and cute.,"[{'term': 'Indoor', 'polarity': 'positive'}]"
130,1849,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,"[{'term': 'brunch', 'polarity': 'positive'}, {'term': 'mimosas', 'polarity': 'positive'}]"
131,1850,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,"[{'term': 'prices', 'polarity': 'negative'}, {'term': 'prices', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
132,1851,"The service was excellent, the food was excellent, but the entire experience was very cool.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
133,1852,The service is good and the resturant is clean.,"[{'term': 'service', 'polarity': 'positive'}]"
134,1853,"Great spot, whether looking for a couple of drinks or quiet dinner.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'spot', 'polarity': 'positive'}]"
135,1854,Just stick with the small dishes!,"[{'term': 'dishes', 'polarity': 'negative'}]"
136,1855,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.","[{'term': 'cafe', 'polarity': 'positive'}, {'term': 'outdoor chairs', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
137,1856,I've rarely had a problem with slow staff in the 10 years I've been going.,"[{'term': 'staff', 'polarity': 'positive'}]"
138,1857,Food is excellent.,"[{'term': 'Food', 'polarity': 'positive'}]"
139,1858,Although we were looking for regular lettuce and some walnuts the salads we got were great.,"[{'term': 'salads', 'polarity': 'positive'}, {'term': 'lettuce', 'polarity': 'neutral'}, {'term': 'walnuts', 'polarity': 'neutral'}]"
140,1859,Excellent lunch buffet for only $6.95.,"[{'term': 'lunch buffet', 'polarity': 'positive'}]"
141,1860,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.","[{'term': 'cuisine', 'polarity': 'negative'}]"
142,1861,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.","[{'term': 'priced', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]"
143,1862,"Ambience is so cute and quaint, good for business although we were there on vacation.","[{'term': 'Ambience', 'polarity': 'positive'}]"
144,1863,"The portion sizes here are huge, and the sushi is good.","[{'term': 'portion sizes', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]"
145,1864,My boyfriend ate tuna and it was cooked perfectly!,"[{'term': 'tuna', 'polarity': 'positive'}]"
146,1865,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.","[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'pad thai', 'polarity': 'neutral'}, {'term': 'tom yum soup', 'polarity': 'neutral'}]"
147,1866,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).","[{'term': 'food', 'polarity': 'positive'}]"
148,1867,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"[{'term': 'caviar', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
149,1868,You can't say its cheap because food is cheaper in Chinatown.,"[{'term': 'food', 'polarity': 'conflict'}]"
150,1869,I have eaten there 3-4 times and the food was always good.,"[{'term': 'food', 'polarity': 'positive'}]"
151,1870,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.","[{'term': 'wait', 'polarity': 'negative'}]"
152,1871,"great eats, good times.","[{'term': 'eats', 'polarity': 'positive'}]"
153,1872,"Grilled whole fish wonderful, great spicing.","[{'term': 'fish', 'polarity': 'positive'}]"
154,1873,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.","[{'term': 'Tuscan cuisine', 'polarity': 'conflict'}, {'term': 'Neapolitan fare', 'polarity': 'positive'}]"
155,1874,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!","[{'term': 'entrees', 'polarity': 'negative'}, {'term': 'summer rolls', 'polarity': 'positive'}, {'term': 'owner', 'polarity': 'positive'}]"
156,1875,The service was great as well.,"[{'term': 'service', 'polarity': 'positive'}]"
157,1876,Try the lobster teriyaki and the rose special roll.,"[{'term': 'lobster teriyaki', 'polarity': 'positive'}, {'term': 'rose special roll', 'polarity': 'positive'}]"
158,1877,Another plus is most of the entrees are approx.,"[{'term': 'entrees', 'polarity': 'positive'}]"
159,1878,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
160,1879,From the moment we walked in they were more than accomodating even though the place was packed.,"[{'term': 'place', 'polarity': 'negative'}]"
161,1880,"I found the food, service and value exceptional everytime I have been there.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}]"
162,1881,We ate at this Thai place following the reviews but very unhappy with the foods.,"[{'term': 'foods', 'polarity': 'negative'}]"
163,1882,"The food is definitely good, but I left a bit disappointed.","[{'term': 'food', 'polarity': 'positive'}]"
164,1883,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!","[{'term': 'glass of wine', 'polarity': 'neutral'}, {'term': 'glass of beer', 'polarity': 'neutral'}, {'term': 'dinner', 'polarity': 'neutral'}]"
165,1884,"The drinks are a saving grace, but service staff, please, get over yourselves.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'service staff', 'polarity': 'negative'}]"
166,1885,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"[{'term': 'delivery guys', 'polarity': 'negative'}]"
167,1886,The all-Italian staff is warm and engaging from the start.,"[{'term': 'staff', 'polarity': 'positive'}]"
168,1887,The prices are exceptionally reasonable for food of this caliber.,"[{'term': 'prices', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
169,1888,If you go here - your focus should be the Tamarind Margaritas.,"[{'term': 'Tamarind Margaritas', 'polarity': 'positive'}]"
170,1889,The filet mignon dish was superb!,"[{'term': 'filet mignon dish', 'polarity': 'positive'}]"
171,1890,I had been a regular due to the consistently good food and ease of getting a table.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'getting a table', 'polarity': 'positive'}]"
172,1891,This place is the most Japanese it can ever get.,"[{'term': 'place', 'polarity': 'positive'}]"
173,1892,"The food is good, I can't lie.","[{'term': 'food', 'polarity': 'positive'}]"
174,1893,"great food, lt's of it, more then one person can eat!","[{'term': 'food', 'polarity': 'positive'}]"
175,1894,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.","[{'term': 'pastrami on challah sandwich', 'polarity': 'positive'}, {'term': 'soups', 'polarity': 'positive'}, {'term': 'knishes', 'polarity': 'positive'}]"
176,1895,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.","[{'term': 'atmosphere', 'polarity': 'neutral'}]"
177,1896,Cozy romantic atomosphere with only around 15 tables at most.,"[{'term': 'atomosphere', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}]"
178,1897,This place is worth going even if only for their beer.,"[{'term': 'beer', 'polarity': 'positive'}]"
179,1898,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,"[{'term': 'scallops', 'polarity': 'positive'}, {'term': 'mahi mahi (on saffron risotto', 'polarity': 'positive'}]"
180,1899,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
181,1900,"Do not get the Go Go Hamburgers, no matter what the reviews say.","[{'term': 'Go Go Hamburgers', 'polarity': 'negative'}]"
182,1901,The sandwhiches are out-of-this world!,"[{'term': 'sandwhiches', 'polarity': 'positive'}]"
183,1902,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.","[{'term': 'Thia food', 'polarity': 'positive'}]"
184,1903,Decor is charming.,"[{'term': 'Decor', 'polarity': 'positive'}]"
185,1904,The food was very well prepared.,"[{'term': 'food', 'polarity': 'positive'}]"
186,1905,Really tasty spring rolls and noodles for a good price though.,"[{'term': 'spring rolls', 'polarity': 'positive'}, {'term': 'noodles', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
